Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	gammaShape.norovirus	kappa.norovirus	ucldMean.norovirus	ucldStdev.norovirus	rate.norovirus.mean	rate.norovirus.variance	rate.norovirus.coefficientOfVariation	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5	indicators1	indicators2	indicators3	indicators4	indicators5	indicators6	indicators7	indicators8	indicators9	indicators10	indicators11	indicators12	indicators13	indicators14	indicators15	rates1	rates2	rates3	rates4	rates5	rates6	rates7	rates8	rates9	rates10	rates11	rates12	rates13	rates14	rates15	traitClockRate.location	geoSubstModelLogger.location.relGeoRate_Africa_Asia	geoSubstModelLogger.location.relGeoRate_Africa_Europe	geoSubstModelLogger.location.relGeoRate_Africa_NorthAmerica	geoSubstModelLogger.location.relGeoRate_Africa_Oceania	geoSubstModelLogger.location.relGeoRate_Africa_SouthAmerica	geoSubstModelLogger.location.relGeoRate_Asia_Europe	geoSubstModelLogger.location.relGeoRate_Asia_NorthAmerica	geoSubstModelLogger.location.relGeoRate_Asia_Oceania	geoSubstModelLogger.location.relGeoRate_Asia_SouthAmerica	geoSubstModelLogger.location.relGeoRate_Europe_NorthAmerica	geoSubstModelLogger.location.relGeoRate_Europe_Oceania	geoSubstModelLogger.location.relGeoRate_Europe_SouthAmerica	geoSubstModelLogger.location.relGeoRate_NorthAmerica_Oceania	geoSubstModelLogger.location.relGeoRate_NorthAmerica_SouthAmerica	geoSubstModelLogger.location.relGeoRate_Oceania_SouthAmerica	freqParameter.norovirus1	freqParameter.norovirus2	freqParameter.norovirus3	freqParameter.norovirus4	
1541000000	-2.082238069069E4	-1.887177868542E4	-1.950602005272E3	-1.855360452726E4	9.204173179909E0	2.80670600561E-1	2.082322888172E1	6.295183531281E-3	6.180686407264E-1	5.887053712146E-3	1.584119997724E-5	6.355937045385E-1	-1.905455315639E3	2.090629410568E0	1.404397011068E1	6.776630489151E1	1.642384768837E1	1.200524261274E0	11	69	217	135	9	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1.526939952291E0	9.192627682584E-1	3.454391143638E-1	1.540025314381E0	1.275426346863E0	3.279958887369E-4	1.639342998318E0	2.362411973895E0	6.448972994235E-1	2.278562525193E0	1.09519168214E0	1.102720639148E0	9.138134746155E-1	7.427982349536E-1	6.221225315105E-1	3.413327885973E-1	0E0	0E0	0E0	1.540025314381E0	0E0	0E0	1.639342998318E0	2.362411973895E0	6.448972994235E-1	2.278562525193E0	1.09519168214E0	1.102720639148E0	9.138134746155E-1	0E0	0E0	2.372655892607E-1	2.937511462638E-1	2.067301398296E-1	2.622531246459E-1	
1542000000	-2.080473640454E4	-1.884868503989E4	-1.956051364644E3	-1.853472797465E4	9.359904322399E0	2.856253750874E-1	1.738258272953E1	6.426931631652E-3	5.617102943021E-1	6.129660272262E-3	1.405627424649E-5	5.824349587457E-1	-1.91810587229E3	3.645141700337E0	1.542786803921E1	6.028673010326E1	1.576790430411E1	2.946007875018E0	24	54	231	120	12	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	4.60770213262E-1	1.085724376537E0	5.850092301819E-2	1.826219307744E0	2.440909720144E-1	1.19964367244E0	9.165831391794E-1	9.056590665346E-1	4.023129163898E-1	1.758894940718E0	3.809030153794E-1	1.47761867099E0	7.128926473716E-1	2.293997757973E-1	1.106900003861E0	3.644548513535E-1	0E0	0E0	0E0	1.826219307744E0	0E0	0E0	9.165831391794E-1	9.056590665346E-1	4.023129163898E-1	1.758894940718E0	3.809030153794E-1	0E0	7.128926473716E-1	2.293997757973E-1	0E0	2.466727470655E-1	2.749293393156E-1	1.990693184996E-1	2.793285951193E-1	
1543000000	-2.078917182119E4	-1.885029259345E4	-1.938879227733E3	-1.854830836123E4	1.015096635364E1	2.725581006682E-1	1.83778696597E1	6.813457173277E-3	6.454380562195E-1	5.992002339058E-3	1.892671655266E-5	6.75973854022E-1	-1.885274478234E3	2.260299033862E0	1.040510023827E1	6.069227398064E1	1.634871355637E1	2.445837655739E0	17	62	238	104	20	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	2.051296082047E0	1.508418333049E-1	3.883289507831E-1	2.110278156074E0	1.127340824449E0	1.154653787476E0	1.761668890908E0	1.502671769194E0	1.501820218417E-1	2.159726370638E0	1.075682456068E0	7.429692627444E-1	3.530332458201E0	6.483413676343E-1	6.473875860091E-1	2.755297355638E-1	0E0	1.508418333049E-1	3.883289507831E-1	2.110278156074E0	0E0	0E0	1.761668890908E0	1.502671769194E0	1.501820218417E-1	2.159726370638E0	1.075682456068E0	7.429692627444E-1	3.530332458201E0	6.483413676343E-1	6.473875860091E-1	2.531647750416E-1	2.939701186069E-1	1.914374437567E-1	2.614276625947E-1	
1544000000	-2.074503793088E4	-1.886285508371E4	-1.882182847165E3	-1.855145539252E4	8.312572125449E0	2.922119956579E-1	1.895260720975E1	6.966019109858E-3	5.913398310995E-1	6.79904864491E-3	1.843370576884E-5	6.137450348893E-1	-1.839530348181E3	4.463395739793E0	1.432542773374E1	5.305765298884E1	9.545927986593E0	1.226434146477E0	16	64	241	109	11	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	4.850250740009E-1	8.110366182688E-2	1.177869115528E0	1.418625643487E0	3.929954388048E-1	3.308823629774E-1	1.369555568521E0	1.595710151069E0	7.095592718504E-1	1.046519545585E0	1.404917480038E0	1.802354800616E-1	1.648543953244E0	5.553415615259E-1	3.018381799871E0	3.020192840318E-1	0E0	0E0	0E0	1.418625643487E0	0E0	3.308823629774E-1	1.369555568521E0	1.595710151069E0	7.095592718504E-1	1.046519545585E0	1.404917480038E0	1.802354800616E-1	1.648543953244E0	5.553415615259E-1	0E0	2.324668654256E-1	2.779724015523E-1	2.105646784026E-1	2.789960546194E-1	
1545000000	-2.077584412543E4	-1.887596885501E4	-1.899875270423E3	-1.855770144251E4	8.182126602717E0	2.814983455344E-1	2.037471743456E1	6.725577260234E-3	6.186952456996E-1	6.168824168019E-3	1.896808582922E-5	6.557555948067E-1	-1.855487463464E3	1.335836109283E0	1.194707527485E1	5.44002302527E1	1.194512683857E1	7.246583121768E-1	14	66	242	109	10	0	0	0	1	0	0	1	1	0	1	0	0	1	1	0	7.009822649023E-1	1.070126602281E0	3.245366830495E0	5.594728819213E-1	1.757689207482E0	1.221086858989E0	8.868513952077E-1	9.758812423996E-1	1.059960363691E-1	8.562631050457E-1	1.214581808693E0	3.817021136405E0	1.610880072854E0	6.026787822971E-1	2.607802041427E-1	3.390700845025E-1	0E0	0E0	0E0	5.594728819213E-1	0E0	0E0	8.868513952077E-1	9.758812423996E-1	0E0	8.562631050457E-1	0E0	0E0	1.610880072854E0	6.026787822971E-1	0E0	2.422980017115E-1	2.865882022183E-1	1.967919585428E-1	2.743218375274E-1	
1546000000	-2.076992993352E4	-1.886786586496E4	-1.902064068561E3	-1.856073566266E4	8.289739686697E0	2.714860267128E-1	1.845607515471E1	6.571537101673E-3	6.925128975266E-1	6.165282918271E-3	1.918230859837E-5	6.938531426499E-1	-1.868424554735E3	5.041147733715E0	1.558190327216E1	5.633485526647E1	1.57675433229E1	6.347503124759E-1	22	55	229	123	12	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	7.608166646728E-1	3.498533281557E-2	2.336574509769E0	4.245297665947E-1	1.47488290924E-2	7.24729855965E-1	4.423505263082E-1	6.733429194501E-1	1.507903666624E-1	4.504583903647E-1	3.775708022014E-1	8.296540851801E-1	9.673391883857E-1	3.059076527914E-1	6.015022706214E-1	2.756255851134E-1	0E0	0E0	0E0	4.245297665947E-1	0E0	0E0	4.423505263082E-1	6.733429194501E-1	1.507903666624E-1	4.504583903647E-1	3.775708022014E-1	0E0	9.673391883857E-1	3.059076527914E-1	0E0	2.288908831655E-1	2.846949455274E-1	2.007026633158E-1	2.857115079914E-1	
1547000000	-2.08098916263E4	-1.883449689704E4	-1.975394729257E3	-1.852144778458E4	9.500333396276E0	2.801848743847E-1	1.956948403549E1	5.99126962189E-3	5.783828283048E-1	5.505203542509E-3	1.281450076781E-5	6.153398683689E-1	-1.937727350327E3	3.280907795988E0	1.55961212141E1	5.565995540451E1	1.621686089555E1	1.577396426089E0	11	66	233	123	8	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	9.595339880498E-1	5.961321422913E-1	3.965638959284E-2	9.775240665894E-1	5.817502019255E-2	3.321381492725E-2	1.045338688866E0	8.877263240295E-1	1.460342873012E-1	2.388773399169E0	1.903815123634E0	1.364156308825E0	2.02674095514E0	3.793189083012E-1	2.838913214251E-1	3.006503108768E-1	0E0	0E0	0E0	9.775240665894E-1	0E0	0E0	1.045338688866E0	8.877263240295E-1	1.460342873012E-1	2.388773399169E0	0E0	0E0	2.02674095514E0	3.793189083012E-1	0E0	2.490387532255E-1	2.780765863583E-1	1.957638572424E-1	2.771208031739E-1	
1548000000	-2.077691372474E4	-1.88645693509E4	-1.912344373839E3	-1.855046305558E4	8.525088776214E0	2.848659556393E-1	1.930418479065E1	6.342597146564E-3	5.419708031049E-1	6.020364710965E-3	1.148675697053E-5	5.430444751034E-1	-1.866173978808E3	2.90078456453E0	1.877076081722E1	6.374961260586E1	1.049408904252E1	1.023054711522E0	18	63	243	107	10	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	2.242291533061E-1	1.714777027102E0	6.718502782674E0	8.011220405756E-1	1.818629015157E0	6.665951591185E-1	7.789260594265E-2	1.775029815456E0	1.370895215699E-1	7.83627067979E-1	1.215828002988E0	2.884284399823E-1	2.717340417799E0	7.896788255299E-1	9.062691165697E-2	3.416273199932E-1	0E0	0E0	0E0	8.011220405756E-1	0E0	0E0	0E0	1.775029815456E0	1.370895215699E-1	7.83627067979E-1	1.215828002988E0	2.884284399823E-1	2.717340417799E0	7.896788255299E-1	0E0	2.459925127093E-1	2.876655239124E-1	1.909681345169E-1	2.753738288614E-1	
1549000000	-2.070766385467E4	-1.882686327984E4	-1.880800574833E3	-1.851253686654E4	8.27775874417E0	2.924949965425E-1	2.290514687999E1	7.041359018023E-3	6.087642032869E-1	6.747047318652E-3	1.98706961145E-5	6.335625413112E-1	-1.842582959297E3	4.841674260278E0	1.289042707679E1	5.523547322684E1	1.188105480262E1	4.105029928098E0	26	53	232	112	18	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	3.732818459666E-1	2.886259889618E-1	9.124745025081E-1	1.039429778872E0	7.186742165958E-2	6.774932737074E-2	8.481039319625E-1	1.78990847582E0	4.167625594215E-1	9.147776147856E-1	7.091808310082E-1	1.44437408144E0	1.120759466466E0	2.503018687818E-1	1.555588995478E0	3.405544561354E-1	0E0	0E0	0E0	1.039429778872E0	0E0	6.774932737074E-2	8.481039319625E-1	1.78990847582E0	4.167625594215E-1	9.147776147856E-1	7.091808310082E-1	0E0	1.120759466466E0	2.503018687818E-1	0E0	2.42442675117E-1	2.765273019901E-1	2.00719156911E-1	2.803108659819E-1	
1550000000	-2.079016019336E4	-1.889015768198E4	-1.900002511373E3	-1.858002420953E4	8.209013593141E0	2.968998244887E-1	1.939312284835E1	7.263838667153E-3	6.173724983209E-1	6.529733901576E-3	2.259496075731E-5	6.742394912146E-1	-1.85935281629E3	4.020579131972E0	1.392703058304E1	4.733523377843E1	1.369242606205E1	1.362069539298E0	23	48	257	93	20	1	0	0	1	0	1	1	1	0	1	1	0	1	1	0	1.00764511702E0	2.639628442432E-2	3.682962516016E-1	6.612541753644E-1	1.367678103718E0	6.784013033012E-1	2.001662016083E0	1.389127885839E0	2.669769779363E-1	1.233685424116E0	5.065272099048E-1	8.279606059885E-2	2.773758910318E0	9.057683541423E-1	1.854375550615E0	2.526033459888E-1	1.00764511702E0	0E0	0E0	6.612541753644E-1	0E0	6.784013033012E-1	2.001662016083E0	1.389127885839E0	0E0	1.233685424116E0	5.065272099048E-1	0E0	2.773758910318E0	9.057683541423E-1	0E0	2.322593428207E-1	2.832642268118E-1	2.027057856912E-1	2.817706446763E-1	
1551000000	-2.075597608578E4	-1.887073709407E4	-1.885238991708E3	-1.856629309802E4	8.991123525673E0	2.701185800748E-1	1.87270918289E1	6.838299887776E-3	6.457199028714E-1	6.449581767371E-3	2.195698096748E-5	6.988660840901E-1	-1.843677879809E3	4.641918594255E0	1.067542036992E1	5.340882948105E1	1.678510451434E1	2.54541248264E0	21	55	229	114	22	1	0	0	1	0	0	1	1	0	1	1	0	1	1	0	2.893066402776E-1	3.872387991621E-1	6.693911669747E-1	9.223677389248E-1	8.181731777967E-1	6.659924906181E-1	2.622498147558E0	9.193228018748E-1	7.517647681258E-2	2.470419377155E0	3.263085906398E-1	5.707435828595E-1	2.741315223948E0	1.127445299854E0	2.422839395672E0	2.918405914093E-1	2.893066402776E-1	0E0	0E0	9.223677389248E-1	0E0	0E0	2.622498147558E0	9.193228018748E-1	0E0	2.470419377155E0	3.263085906398E-1	0E0	2.741315223948E0	1.127445299854E0	0E0	2.226783457452E-1	2.803956902444E-1	1.983543275047E-1	2.985716365056E-1	
1552000000	-2.077395874489E4	-1.890060401213E4	-1.873354732767E3	-1.857835493522E4	8.824863993351E0	2.595188867017E-1	2.011287778395E1	7.556901287181E-3	6.902631122172E-1	6.802151989702E-3	2.814411156641E-5	7.102650650797E-1	-1.831618127582E3	2.616797857109E0	1.15798368086E1	5.042334526827E1	1.282839020648E1	3.840391866373E0	12	57	242	108	22	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	1.499087693951E-1	1.816306577235E0	1.782618300782E0	3.015922511889E-1	1.345254724743E0	2.520951064268E0	4.459495025133E-1	1.030255763828E0	2.534573968486E-2	1.486772243107E0	5.524648119662E-3	2.087373460452E0	1.604682197316E0	2.584801429615E-1	2.892716662083E0	3.20638366548E-1	0E0	0E0	0E0	3.015922511889E-1	0E0	0E0	4.459495025133E-1	1.030255763828E0	2.534573968486E-2	1.486772243107E0	0E0	0E0	1.604682197316E0	2.584801429615E-1	0E0	2.348645382869E-1	2.888472643941E-1	2.004476482705E-1	2.758405490484E-1	
1553000000	-2.077608866433E4	-1.886294574421E4	-1.91314292012E3	-1.856076225977E4	1.019485802585E1	2.694505799478E-1	1.840634444342E1	6.877807295468E-3	7.016285824128E-1	6.179462474371E-3	2.897635861799E-5	7.922756928471E-1	-1.867972719822E3	2.184136346568E0	1.096947765071E1	5.3635548936E1	1.591717238423E1	1.926461943597E0	15	62	235	112	17	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	2.555822938081E0	8.218330222141E-1	1.845748008359E0	1.176147559903E0	1.352869872378E-1	1.234949852909E-1	1.793553289282E0	2.302354425314E0	2.514490553643E-1	1.689290521768E0	1.30852433309E0	1.20947382489E0	1.040350487202E0	6.521336021388E-1	8.201256087554E-1	2.771000049403E-1	0E0	0E0	0E0	1.176147559903E0	0E0	1.234949852909E-1	1.793553289282E0	2.302354425314E0	2.514490553643E-1	1.689290521768E0	1.30852433309E0	0E0	1.040350487202E0	6.521336021388E-1	0E0	2.273555351381E-1	3.051884577394E-1	1.909007634608E-1	2.765552436617E-1	
1554000000	-2.077308766489E4	-1.885105998733E4	-1.922027677557E3	-1.853016735588E4	9.018146408386E0	2.885856906707E-1	1.684494272456E1	6.264556685206E-3	5.379430466385E-1	6.097743956201E-3	1.538183528609E-5	6.266817821236E-1	-1.881475396136E3	5.496417520974E0	1.303786538993E1	5.346819580268E1	1.676324884893E1	1.887705414039E0	21	55	248	106	11	1	0	0	1	0	0	1	1	0	1	0	0	1	1	0	3.895248254638E-1	9.450750194723E-1	3.067391582726E0	7.325935436859E-1	1.854372319887E0	3.472946459835E0	1.064447989989E0	1.249974578301E0	3.602336070887E-1	1.039217783288E0	8.250592825558E-1	1.932970765471E-1	1.560274513736E0	5.618987113146E-1	5.52088650455E-1	3.639889796894E-1	3.895248254638E-1	0E0	0E0	7.325935436859E-1	0E0	0E0	1.064447989989E0	1.249974578301E0	0E0	1.039217783288E0	0E0	0E0	1.560274513736E0	5.618987113146E-1	0E0	2.409219810303E-1	2.882349214341E-1	1.927770558763E-1	2.780660416592E-1	
1555000000	-2.078613629358E4	-1.88771556244E4	-1.908980669186E3	-1.857189593574E4	9.114476812984E0	2.594849790392E-1	2.028413853877E1	6.283848189849E-3	5.494925034155E-1	6.008458477447E-3	1.357193792401E-5	5.804616850034E-1	-1.870046784882E3	1.909771542761E0	1.310019155996E1	5.739784510203E1	1.065196522623E1	9.078632648611E-1	13	68	248	105	7	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	4.874307187788E-1	1.746183447347E-1	1.071012590039E0	6.64891345305E-1	1.427370441547E-1	2.370653134506E0	5.114837080147E-1	1.252478812948E0	2.220536501643E-1	6.535644579374E-1	5.759467658407E-1	2.18804254127E0	7.663161688285E-1	6.321898362152E-1	6.344306575615E-1	2.845491571934E-1	0E0	0E0	0E0	6.64891345305E-1	0E0	0E0	5.114837080147E-1	1.252478812948E0	2.220536501643E-1	6.535644579374E-1	5.759467658407E-1	0E0	7.663161688285E-1	6.321898362152E-1	0E0	2.405422261525E-1	2.915598293015E-1	1.957396480869E-1	2.721582964591E-1	
1556000000	-2.081101634629E4	-1.885016008984E4	-1.960856256448E3	-1.854409570707E4	9.094550331524E0	2.927264412599E-1	1.812843751664E1	6.080296465308E-3	6.16536226484E-1	6.03666231352E-3	1.724854488673E-5	6.734173834341E-1	-1.921616123001E3	4.885860405275E0	1.397952071619E1	7.058278602052E1	1.22214231268E1	6.352117256473E-1	21	50	261	94	15	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	8.784470916118E-1	5.791599073579E-1	7.565369257405E-1	7.213334907067E-1	1.507532483122E0	1.710602984623E-1	8.519996607079E-1	9.543000939781E-1	3.069080319594E-1	1.138243375963E0	5.55951249944E-1	1.28475787172E-1	9.844115338913E-1	3.928967145519E-1	1.748076551315E0	2.296696140089E-1	0E0	0E0	0E0	7.213334907067E-1	0E0	0E0	8.519996607079E-1	9.543000939781E-1	3.069080319594E-1	1.138243375963E0	5.55951249944E-1	1.28475787172E-1	9.844115338913E-1	3.928967145519E-1	0E0	2.473789901842E-1	2.677779935527E-1	2.020451250093E-1	2.827978912538E-1	
1557000000	-2.081949763067E4	-1.887047423532E4	-1.949023395351E3	-1.857197491756E4	9.182680464446E0	2.960627386127E-1	2.199583447287E1	5.933579108307E-3	5.827191670906E-1	5.793546863529E-3	1.466730134781E-5	6.398597099247E-1	-1.896105794004E3	1.651756587418E0	1.552109179656E1	4.849267835699E1	1.898472583285E1	2.610631797643E0	11	63	232	114	21	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	4.432918973324E0	2.114578677637E0	2.042537582966E-1	9.546115881083E-1	3.732944556591E-2	5.596255945779E0	1.044749197231E0	1.059748709202E0	5.966283783045E-1	1.714274298148E0	7.10661999315E-1	5.589663514406E-2	1.478057630064E0	5.895651649007E-1	2.932290380777E0	2.321005774308E-1	0E0	0E0	2.042537582966E-1	9.546115881083E-1	0E0	0E0	1.044749197231E0	1.059748709202E0	0E0	1.714274298148E0	7.10661999315E-1	0E0	1.478057630064E0	5.895651649007E-1	0E0	2.401794974215E-1	2.847177455406E-1	2.079300240112E-1	2.671727330267E-1	
1558000000	-2.080015267582E4	-1.886574935181E4	-1.934403324013E3	-1.856672900692E4	8.11096269438E0	2.562513853632E-1	2.251871251513E1	7.006895678337E-3	5.632314015393E-1	6.69267189342E-3	1.649530784259E-5	5.892870947357E-1	-1.893179792971E3	2.304192169108E0	1.206496528874E1	5.515597165814E1	1.352214227294E1	1.83063320965E0	13	61	247	107	13	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	6.893788614128E-1	1.553403406408E0	1.593274777145E0	1.699942678878E0	2.26721796087E-1	2.9556008812E-2	1.144114052347E0	1.75891009168E0	1.336688510142E-1	1.087001568829E0	8.642378777435E-1	1.47336043065E-2	2.001747147255E0	5.326490460862E-1	4.968861305005E-1	3.069500845977E-1	0E0	0E0	0E0	1.699942678878E0	0E0	0E0	1.144114052347E0	1.75891009168E0	1.336688510142E-1	1.087001568829E0	8.642378777435E-1	1.47336043065E-2	2.001747147255E0	5.326490460862E-1	0E0	2.408776429812E-1	2.694703183115E-1	2.016031451621E-1	2.880488935453E-1	
1559000000	-2.075323555876E4	-1.884880153954E4	-1.904434019213E3	-1.855024961809E4	9.580350894706E0	2.80935690295E-1	1.972395975938E1	6.925348830078E-3	5.994323536543E-1	6.337362759376E-3	2.144825669147E-5	6.622538287158E-1	-1.865704198999E3	4.191883652408E0	1.292062419558E1	4.805226453555E1	1.13425950893E1	8.922329318558E-1	12	68	241	110	10	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0	4.95732401892E-1	9.551755785301E-2	5.390151732743E-1	1.462075661982E0	6.751466614658E-1	3.793018623708E-2	1.286689868037E0	1.178156677585E0	1.883846477732E0	7.156736760451E-1	1.165091410522E0	1.109218047797E-1	2.035091541599E0	4.779552706184E-1	1.498709759352E0	2.722793055488E-1	0E0	9.551755785301E-2	0E0	1.462075661982E0	0E0	0E0	1.286689868037E0	1.178156677585E0	0E0	7.156736760451E-1	1.165091410522E0	1.109218047797E-1	2.035091541599E0	4.779552706184E-1	0E0	2.38421533837E-1	2.756743407921E-1	2.0391828322E-1	2.81985842151E-1	
1560000000	-2.081529485155E4	-1.893341824948E4	-1.881876602068E3	-1.862409546531E4	8.097284089821E0	2.889628376731E-1	1.900011205229E1	6.840178745471E-3	6.227382746993E-1	6.186194389936E-3	1.637882653291E-5	6.157012145476E-1	-1.842672136453E3	5.007870622447E0	1.764564573286E1	5.243580110077E1	1.161507063748E1	4.805105751026E-1	23	59	252	98	9	0	0	0	1	0	0	1	1	0	1	0	0	1	1	0	2.745398991434E0	4.709731113788E-1	4.352405496664E-1	1.278453438617E0	9.639462224049E-1	2.333025883296E-1	1.812927538592E0	7.255625493482E-1	4.419230215313E-1	1.387569131887E0	4.000963146499E-1	4.591988971063E0	1.494536266476E0	4.931026282785E-1	4.564742606362E-1	3.261555082419E-1	0E0	0E0	0E0	1.278453438617E0	0E0	0E0	1.812927538592E0	7.255625493482E-1	0E0	1.387569131887E0	0E0	0E0	1.494536266476E0	4.931026282785E-1	0E0	2.371191892828E-1	3.02375888225E-1	1.932978636809E-1	2.672070588113E-1	
1561000000	-2.081437555728E4	-1.889788238167E4	-1.916493175607E3	-1.857760959626E4	8.52932432923E0	2.846923629306E-1	1.934339709683E1	6.373361223416E-3	5.633184050395E-1	6.205386626905E-3	1.38776084204E-5	5.729840768647E-1	-1.873681060897E3	4.842768403454E0	1.409235191543E1	4.949845418646E1	1.449349824535E1	2.014319876591E0	21	50	245	109	16	0	1	0	1	0	0	1	1	1	1	0	0	1	1	0	4.812876665507E-1	6.361346667551E-2	6.545067636117E-1	1.035331547491E0	2.805748010425E0	3.656854988007E0	1.416014180038E0	1.065380390434E0	1.582744827971E-1	1.584680856663E0	2.956632723673E-1	2.604538006428E0	1.080087382968E0	4.103402241039E-1	1.516894892556E0	4.015690595141E-1	0E0	6.361346667551E-2	0E0	1.035331547491E0	0E0	0E0	1.416014180038E0	1.065380390434E0	1.582744827971E-1	1.584680856663E0	0E0	0E0	1.080087382968E0	4.103402241039E-1	0E0	2.423882441854E-1	2.804730684427E-1	2.02702354672E-1	2.744363326998E-1	
1562000000	-2.083385973739E4	-1.88881387737E4	-1.945720963687E3	-1.856415381741E4	8.56761360415E0	2.659109421689E-1	1.845433139395E1	6.507505367828E-3	5.200183024614E-1	6.088604045593E-3	1.191784801504E-5	5.444894139691E-1	-1.903026744341E3	3.679560599794E0	1.486969868567E1	5.948512878247E1	1.63206662608E1	2.747072491614E0	22	61	227	115	16	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1.044103178363E0	8.254855887328E-2	1.262179248418E0	1.438789404946E0	1.682552115255E-1	2.15557303487E-2	2.471426728537E0	8.383111143168E-1	5.781793566774E-1	1.767927634088E0	2.552814676145E0	5.419682001349E-1	2.143227091883E0	6.396296464817E-1	4.732807277009E-1	3.15606648412E-1	0E0	0E0	0E0	1.438789404946E0	0E0	0E0	2.471426728537E0	8.383111143168E-1	5.781793566774E-1	1.767927634088E0	2.552814676145E0	5.419682001349E-1	2.143227091883E0	6.396296464817E-1	0E0	2.597589631961E-1	2.735820377284E-1	1.748581185688E-1	2.918008805067E-1	
1563000000	-2.076747520136E4	-1.882092041392E4	-1.946554787434E3	-1.852049215786E4	8.435207608881E0	2.950993812364E-1	1.959085863524E1	6.005141329904E-3	6.304131141316E-1	5.895686211371E-3	1.601478714979E-5	6.622221408809E-1	-1.910134199841E3	5.510368818911E0	1.039606017591E1	5.486132284316E1	1.555160365187E1	9.45034957165E-1	6	61	243	124	7	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	6.55227222275E-1	8.650557580692E-1	3.09627827557E-1	9.365269382519E-1	6.965922939797E-1	5.635202018443E-2	1.295278976174E0	7.858270047404E-1	4.79161060154E-1	6.977784304587E-1	4.506769529982E-1	2.366942546175E-1	9.214071055557E-1	2.119630198999E-1	5.797397544862E-1	2.145579041916E-1	0E0	0E0	0E0	9.365269382519E-1	0E0	0E0	1.295278976174E0	7.858270047404E-1	4.79161060154E-1	6.977784304587E-1	4.506769529982E-1	2.366942546175E-1	9.214071055557E-1	2.119630198999E-1	0E0	2.468811784274E-1	2.900426629796E-1	1.955408809566E-1	2.675352776364E-1	
1564000000	-2.076975906315E4	-1.884934002488E4	-1.920419038267E3	-1.853141775427E4	9.674252013284E0	2.692632459314E-1	2.041096805526E1	6.539167040473E-3	5.783311430395E-1	6.220754981257E-3	1.349987862125E-5	5.747381877955E-1	-1.882639611611E3	3.997408460449E0	2.138936607544E1	5.658354825734E1	1.521383632297E1	1.272702157886E0	24	51	239	111	16	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	4.405676843946E-1	2.266377853993E-1	1.575630109697E-1	7.128568965299E-1	3.849805816681E-1	3.501226365827E-2	1.242456706555E0	2.281400406894E0	2.11365435926E-1	1.454282214446E0	7.695313404442E-1	6.521642368781E-1	1.130401649034E0	3.275492398009E-1	4.418489591546E-1	2.773069681156E-1	0E0	0E0	0E0	7.128568965299E-1	0E0	0E0	1.242456706555E0	2.281400406894E0	2.11365435926E-1	1.454282214446E0	7.695313404442E-1	6.521642368781E-1	1.130401649034E0	3.275492398009E-1	0E0	2.351380807902E-1	2.75857977371E-1	1.946855418317E-1	2.943184000071E-1	
1565000000	-2.075535755334E4	-1.882853289612E4	-1.926824657218E3	-1.852539048893E4	9.764100679356E0	2.988595289293E-1	1.973242155024E1	6.151355711417E-3	6.31002884792E-1	6.043023245547E-3	1.795177134444E-5	6.60352248655E-1	-1.887704982954E3	5.841838875246E0	1.467107863693E1	6.243523787462E1	1.549212479733E1	1.395795328687E0	24	54	235	114	14	0	0	1	1	0	0	1	1	1	1	1	0	1	1	0	4.142898460068E-1	3.690137124764E-1	2.178276404688E-1	6.629854856413E-1	6.375498140873E-2	4.851584559967E-1	1.105366084093E0	1.803256897478E0	4.424939554846E-1	1.063899948115E0	7.84353879249E-1	3.930803223862E-1	1.3020549716E0	2.97953203951E-1	2.522380164223E0	2.613389723868E-1	0E0	0E0	2.178276404688E-1	6.629854856413E-1	0E0	0E0	1.105366084093E0	1.803256897478E0	4.424939554846E-1	1.063899948115E0	7.84353879249E-1	0E0	1.3020549716E0	2.97953203951E-1	0E0	2.454425085354E-1	2.735949200419E-1	1.978031931558E-1	2.831593782669E-1	
