Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	gammaShape.norovirus	kappa.norovirus	ucldMean.norovirus	ucldStdev.norovirus	rate.norovirus.mean	rate.norovirus.variance	rate.norovirus.coefficientOfVariation	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5
529000000	-1.970087351783E4	-1.786624676536E4	-1.834626752465E3	-1.760279445151E4	1.36691750467E1	2.65088502236E-1	2.048791772655E1	6.620064271562E-3	5.844561230056E-1	6.378406716952E-3	1.663645613691E-5	6.166578282421E-1	-1.79445612754E3	9.873585411881E0	3.269083522099E1	1.050757479032E1	2.42832810148E1	7.320922557851E0	34	260	84	35	29
529500000	-1.968217428975E4	-1.784412305655E4	-1.838051233196E3	-1.758188983125E4	1.032010254309E1	2.492697084701E-1	2.227898802577E1	6.52139802035E-3	6.264871168389E-1	6.272090864568E-3	2.028157912726E-5	6.838200189673E-1	-1.799158504228E3	1.475845066401E1	3.247304750343E1	2.435386030238E1	1.513646313087E1	4.207127275473E0	43	199	46	124	30
530000000	-1.969182388955E4	-1.786130286078E4	-1.830521028772E3	-1.757685442366E4	1.266432498514E1	2.850000110485E-1	2.112841476469E1	6.555809088745E-3	7.027088304025E-1	6.305814241435E-3	2.665784940285E-5	7.8746025731E-1	-1.789964934102E3	1.321498125693E1	3.462403380096E1	1.025801314375E1	1.926162796093E1	8.356395392346E0	39	248	95	15	45
530500000	-1.967468703427E4	-1.785054971287E4	-1.824137321404E3	-1.758570552804E4	1.277340941687E1	2.475511834797E-1	2.51175069507E1	6.077120815294E-3	6.016047892901E-1	6.324906052075E-3	1.476058859505E-5	6.089846223567E-1	-1.779385757905E3	8.370392691979E0	3.037191091021E1	6.291119929015E0	2.363330758085E1	8.418945818234E0	23	290	65	24	40
531000000	-1.970956108824E4	-1.784074192347E4	-1.868819164773E3	-1.758082486981E4	1.450502927781E1	2.613367529281E-1	2.245368545586E1	6.25917848548E-3	6.242507491331E-1	5.861128008023E-3	1.860288653174E-5	6.930237982418E-1	-1.826304460115E3	1.336218009502E1	3.381959366454E1	1.055149030902E1	2.351379519303E1	4.419668135421E0	33	275	70	26	38
531500000	-1.972399693012E4	-1.787460051893E4	-1.849396411191E3	-1.759425246975E4	9.773800554671E0	2.391463064822E-1	2.13813960366E1	6.305798786389E-3	5.804153057448E-1	6.147745127212E-3	1.375933470509E-5	6.060620252898E-1	-1.811426597845E3	1.000941550994E1	4.066700788166E1	1.446953374842E1	4.296523842617E0	2.838802310409E0	32	247	126	30	7
532000000	-1.969811556654E4	-1.783226527519E4	-1.865850291348E3	-1.756035185073E4	1.063575330334E1	2.657310180939E-1	2.213999822682E1	6.509714585839E-3	6.014999257667E-1	6.481796326712E-3	1.732617096292E-5	6.334399594744E-1	-1.826270716841E3	1.654259256038E1	3.744718051124E1	6.823778570461E0	1.4704645724E1	3.723139596196E0	40	247	14	118	23
532500000	-1.9648547713E4	-1.783917695812E4	-1.809370754878E3	-1.756483826879E4	1.131082780177E1	2.727408040119E-1	2.272430366818E1	6.861934487125E-3	7.036465520465E-1	6.331491278109E-3	2.16742941349E-5	7.277896850519E-1	-1.767054657446E3	1.280019398186E1	3.091963893367E1	8.973619191764E0	1.831423527846E1	3.504765383482E0	34	285	52	39	32
533000000	-1.971594020678E4	-1.786859491441E4	-1.847345292363E3	-1.760079012062E4	1.069337530252E1	2.555686925113E-1	2.218112109053E1	6.02281622986E-3	5.969812352893E-1	6.238460945586E-3	1.519466319807E-5	6.343245740337E-1	-1.803602867448E3	1.360028797207E1	2.837597372215E1	1.084894897238E1	1.665676780485E1	4.494509433578E0	41	245	80	51	25
533500000	-1.967576016045E4	-1.784708192328E4	-1.828678237175E3	-1.756546695662E4	1.066696304704E1	2.769457136141E-1	2.392836168201E1	6.711503608699E-3	6.775512399436E-1	6.505581746185E-3	2.650253488232E-5	7.607124423171E-1	-1.79034982298E3	1.382707504683E1	3.688993518529E1	1.388455807056E1	2.012100163185E1	1.78550279217E0	51	262	100	2	27
534000000	-1.964215771464E4	-1.783761618278E4	-1.804541531858E3	-1.755328963164E4	1.048520808032E1	2.519930429763E-1	1.97285825648E1	6.983491114566E-3	6.39127828649E-1	6.811586894523E-3	2.227857621574E-5	6.86160343487E-1	-1.766682808003E3	1.724623983208E1	3.707492089116E1	3.302874448145E1	1.391584053619E1	2.832019112005E0	40	122	138	121	21
534500000	-1.970074284942E4	-1.788737914476E4	-1.813363704653E3	-1.760300077687E4	1.017811543645E1	2.781200066962E-1	2.184829733335E1	6.521866534485E-3	5.683764665725E-1	6.472198067862E-3	1.749621551538E-5	6.282450519095E-1	-1.769755035754E3	1.037971377451E1	3.603093992976E1	3.029570489992E1	1.332515687716E1	4.869177581267E0	37	155	114	104	32
535000000	-1.962247837242E4	-1.780519597686E4	-1.817282395568E3	-1.754312582717E4	1.22002826106E1	2.550998833E-1	2.165548693423E1	6.596791065774E-3	7.298977841624E-1	6.116894033284E-3	2.203786238352E-5	7.42646795468E-1	-1.78200582655E3	1.307176039641E1	3.091299952416E1	1.452582533715E1	6.864000195649E0	6.237111717855E0	47	253	107	9	26
535500000	-1.964674475526E4	-1.784406610415E4	-1.802678651108E3	-1.758290904801E4	1.242566990927E1	2.638082485555E-1	2.519363117711E1	7.017565743308E-3	6.18702254903E-1	6.55835442496E-3	2.114229573255E-5	6.764530485792E-1	-1.759111374506E3	1.472408495602E1	2.852522972466E1	3.18255434324E1	9.235093525416E0	4.870750841711E0	29	255	34	105	19
536000000	-1.966279036295E4	-1.789399683645E4	-1.768793526506E3	-1.762683337787E4	1.240353169506E1	2.584725365566E-1	2.027648061153E1	6.420788393093E-3	5.811090131067E-1	6.293210469857E-3	1.660304197468E-5	6.365994760997E-1	-1.734134762344E3	1.493246044379E1	2.848602311025E1	5.081784059463E0	1.214178268803E1	7.671829339451E0	41	276	43	49	33
536500000	-1.964944313761E4	-1.785579668365E4	-1.793646453955E3	-1.758937813819E4	1.057641373918E1	2.694538165532E-1	2.126546628894E1	6.615211971518E-3	6.55781758678E-1	6.625449359868E-3	2.293595796103E-5	7.172530789498E-1	-1.753247485676E3	6.378141729695E0	2.708783813231E1	1.617869780854E1	1.146880544005E1	4.374523430383E0	36	293	13	74	26
537000000	-1.962999146119E4	-1.786953256013E4	-1.760458901059E3	-1.758071991479E4	1.005146049302E1	2.534593450151E-1	2.412214935594E1	6.802662330038E-3	5.37572947596E-1	6.874879380625E-3	1.452687222572E-5	5.510403633945E-1	-1.721887212389E3	2.372784996251E1	2.854824376185E1	8.634653883752E0	1.200268521406E1	3.159926161892E0	148	153	60	61	20
537500000	-1.95817020617E4	-1.78183413147E4	-1.763360746998E3	-1.754726616415E4	1.070680039641E1	2.401317475047E-1	2.26460781047E1	7.132781488287E-3	7.082213121767E-1	6.609466549276E-3	3.108920114794E-5	7.854116717697E-1	-1.722409828633E3	1.771418819912E1	2.599242961064E1	6.368207744736E0	1.554751754488E1	4.092684208571E0	23	305	37	51	26
538000000	-1.967236481911E4	-1.786818945802E4	-1.804175361091E3	-1.759716698454E4	1.139877414393E1	2.464726180782E-1	1.980670411468E1	6.42854252767E-3	5.710346251526E-1	6.420682282589E-3	1.495361879557E-5	5.926840689825E-1	-1.762575113478E3	1.219436784026E1	3.320290753698E1	1.300355959043E1	3.886602354444E1	5.391281474743E0	39	257	88	13	45
538500000	-1.970151145622E4	-1.788217051523E4	-1.819340940987E3	-1.760716370175E4	1.338233387513E1	2.566874216648E-1	2.065482920691E1	6.446794531225E-3	6.580833726802E-1	6.225880059959E-3	1.774110228676E-5	6.602924221734E-1	-1.774580688593E3	1.949617480679E1	3.4826414074E1	1.849544789418E1	2.018452133173E1	5.232475047504E0	50	217	103	29	43
539000000	-1.965608956763E4	-1.788094878517E4	-1.775140782462E3	-1.760863864453E4	1.162696002627E1	2.380122984678E-1	2.323764161204E1	6.580764393687E-3	6.137430365181E-1	6.364663593358E-3	1.630498063877E-5	6.194702724327E-1	-1.740366493315E3	1.08080648618E1	2.681835398492E1	9.410845636038E0	1.869734239661E1	5.552045605887E0	42	259	59	50	32
539500000	-1.969230823357E4	-1.784425893762E4	-1.848049295952E3	-1.758762070361E4	1.104915053767E1	2.584625337771E-1	2.268159170262E1	5.907712617976E-3	5.641616093796E-1	5.978646834696E-3	1.172138715405E-5	5.867085728434E-1	-1.807789113202E3	1.35105466925E1	3.121547501706E1	3.055201180754E1	1.354570617409E1	4.994668849214E0	45	153	118	109	17
540000000	-1.96179978005E4	-1.784049498774E4	-1.777502812766E3	-1.75676040282E4	1.16069908071E1	2.646556576125E-1	2.115724052137E1	7.318990249804E-3	7.479919373135E-1	6.890736430367E-3	3.485292684781E-5	8.090954122704E-1	-1.738573682777E3	1.058192987621E1	2.786272563312E1	1.352059765419E1	5.752890025731E0	4.734162607788E0	27	280	107	12	16
540500000	-1.962580188855E4	-1.782862361084E4	-1.797178277716E3	-1.755299631329E4	1.178316490214E1	2.866607091612E-1	2.063400960205E1	6.891943811077E-3	6.775881845746E-1	6.823452224519E-3	2.715346410861E-5	7.434845086851E-1	-1.752711249852E3	1.476554514565E1	2.999023042932E1	8.996333154603E0	1.798358409898E1	4.932934232507E0	40	271	72	35	24
541000000	-1.969729583952E4	-1.788533649099E4	-1.811959348534E3	-1.761191672555E4	1.022798673513E1	2.559481935455E-1	2.291618714051E1	6.253471780981E-3	4.855784898806E-1	6.399346517257E-3	1.103339119732E-5	5.143145469692E-1	-1.779388442617E3	2.308031681062E1	2.763838155729E1	9.705283379252E0	1.144286768813E1	4.059612067109E0	120	190	66	44	22
541500000	-1.960763161569E4	-1.786822098127E4	-1.739410634421E3	-1.760596872784E4	9.843506293084E0	2.667985926522E-1	2.048364027446E1	6.373541569985E-3	5.304405260714E-1	6.384960975632E-3	1.370921555173E-5	5.784998576819E-1	-1.703225191469E3	1.342531059457E1	2.847288632008E1	4.924756924557E0	1.883672215985E1	3.590100763701E0	52	265	69	23	33
542000000	-1.969997449244E4	-1.789373579963E4	-1.806238692808E3	-1.761467580884E4	1.263754726802E1	2.806603917728E-1	2.246642109119E1	6.287410916453E-3	5.533393440735E-1	6.078381844278E-3	1.421023316958E-5	5.995895894585E-1	-1.761631138257E3	1.26721384142E1	2.952767206849E1	6.487528782331E0	1.659292325049E1	4.464078055432E0	34	276	55	43	34
542500000	-1.966234192181E4	-1.787622783062E4	-1.786114091196E3	-1.758844905046E4	1.101727591286E1	2.471776869096E-1	2.256536601731E1	6.702496328235E-3	5.772183584491E-1	7.00293241744E-3	1.96305307568E-5	6.270208688451E-1	-1.750155158515E3	1.829548929415E1	3.177999797358E1	7.386792196791E0	1.573962185457E1	4.450230579506E0	62	243	57	49	31
543000000	-1.966465442662E4	-1.787380156803E4	-1.790852858585E3	-1.75978077161E4	9.602396342705E0	2.52939861582E-1	2.179260089369E1	7.316140747655E-3	6.290117990163E-1	7.008305223855E-3	2.414918817051E-5	6.764116208415E-1	-1.753265330911E3	1.269978407751E1	3.441697647071E1	1.534287220087E1	1.409292157413E1	5.468243916739E0	42	201	70	99	30
543500000	-1.971073685562E4	-1.785554243705E4	-1.855194418565E3	-1.757470177452E4	9.28453411673E0	2.434987814734E-1	2.227181095069E1	6.349806231752E-3	5.442747289419E-1	6.326760461915E-3	1.239857956957E-5	5.528196671762E-1	-1.80361638164E3	2.137332215264E1	1.887322384658E2	3.242043871387E1	1.730061185846E1	6.374298812225E0	85	4	215	118	20
544000000	-1.973859738838E4	-1.789135888506E4	-1.84723850332E3	-1.761628197635E4	1.028395709902E1	2.689025062007E-1	2.135192622104E1	6.39858421269E-3	5.223952822603E-1	6.297298101779E-3	1.147051299875E-5	5.33664266714E-1	-1.803092003774E3	1.259303972911E1	3.343278190222E1	3.612762065956E1	1.393345803174E1	5.999228095414E0	40	186	74	106	36
544500000	-1.971897107897E4	-1.788561368788E4	-1.833357391086E3	-1.761982395937E4	1.066313131939E1	2.613805501526E-1	2.198039322522E1	6.667328087283E-3	5.674637352618E-1	6.719254342153E-3	1.801091640348E-5	6.257135470696E-1	-1.79529783943E3	1.144817058541E1	2.608525998247E1	3.548928386898E1	1.377507649592E1	4.024752746452E0	24	110	181	107	20
545000000	-1.970970277438E4	-1.789877670827E4	-1.810926066111E3	-1.761745485885E4	9.948529675991E0	2.71428965233E-1	2.330148597598E1	6.711112981368E-3	5.781192354911E-1	6.767307568913E-3	1.613470965066E-5	5.934733667689E-1	-1.777501807648E3	1.543951982635E1	3.471996925057E1	2.925096969056E1	1.270550262619E1	3.960459329883E0	46	83	160	128	25
545500000	-1.969639681115E4	-1.787096267395E4	-1.825434137203E3	-1.759584118239E4	1.13557017559E1	2.61282710359E-1	2.051968901463E1	6.15959764968E-3	5.916745500267E-1	6.128452335488E-3	1.599975368906E-5	6.345431233516E-1	-1.786741038496E3	1.327313979826E1	3.439398421442E1	4.306112398016E1	1.801605016295E1	4.695635347643E0	42	164	17	196	23
546000000	-1.966250775999E4	-1.785664429182E4	-1.805863468164E3	-1.75792361852E4	1.003043189248E1	2.648480938446E-1	1.944190140584E1	6.953096901012E-3	6.533124943768E-1	6.682137870829E-3	2.440332432376E-5	7.133630874238E-1	-1.769243453047E3	9.635696869708E0	3.17420124085E1	2.071120096389E1	1.490861563938E1	5.464911390985E0	20	249	42	104	27
546500000	-1.966637809077E4	-1.784855760603E4	-1.81782048474E3	-1.757904255912E4	9.225841671641E0	2.513130586416E-1	2.028913756842E1	6.557428665181E-3	5.707464844012E-1	6.394699699473E-3	1.701524811246E-5	6.284403654796E-1	-1.776192901576E3	1.153427326268E1	3.182834579896E1	1.299995151337E1	1.069092374568E1	5.670344017794E0	46	255	91	22	28
547000000	-1.969348488148E4	-1.78983338042E4	-1.795151077277E3	-1.761425020707E4	9.945512173057E0	2.469328042218E-1	2.100928536974E1	7.116011788141E-3	5.175326690117E-1	6.684576558178E-3	1.39312214995E-5	5.486236265728E-1	-1.754179729773E3	1.241000907903E1	2.966001303114E1	1.283257915188E1	4.572024388213E0	3.507061839802E0	28	281	98	22	13
547500000	-1.962120108909E4	-1.786134645516E4	-1.759854633936E3	-1.758474828181E4	1.07937104978E1	2.799780346498E-1	2.205355638985E1	6.845186370267E-3	6.127419553377E-1	6.502554009311E-3	1.996479315643E-5	6.593482703977E-1	-1.72667958414E3	6.857477765984E0	1.412802309135E1	2.858588429134E1	1.18504367601E1	4.721204009231E0	21	29	204	158	30
548000000	-1.971172179366E4	-1.788092012006E4	-1.830801673597E3	-1.760881791702E4	1.108682655648E1	2.580461974578E-1	2.066324890496E1	6.724118882348E-3	5.330578553671E-1	6.60523168855E-3	1.451815736591E-5	5.614070872831E-1	-1.793878692109E3	1.130719990746E1	1.327589108114E1	2.99848300678E1	1.372181398074E1	7.777612490358E0	3	30	277	110	22
548500000	-1.972297170675E4	-1.784955253567E4	-1.873419171078E3	-1.758478228109E4	1.449675307594E1	2.380225147162E-1	2.029701050134E1	6.026714232884E-3	6.793345726204E-1	5.558495770829E-3	2.073043273458E-5	7.590057492724E-1	-1.836829971991E3	1.813636493615E1	3.063746738007E1	3.768122392204E1	1.685740901284E1	5.325871510243E0	56	71	184	97	34
549000000	-1.966255351011E4	-1.783791521076E4	-1.82463829935E3	-1.755944154735E4	1.115820705647E1	2.538694847747E-1	1.932627265172E1	6.158108543701E-3	6.481834043462E-1	5.883530727766E-3	2.1307954775E-5	7.4283408265E-1	-1.790334717492E3	7.579958800254E0	1.221988184015E1	3.380900694333E1	1.406612378262E1	3.949559356377E0	7	30	251	133	21
549500000	-1.970504512139E4	-1.788335548904E4	-1.821689632355E3	-1.760837957003E4	1.188231825632E1	2.57973266828E-1	1.896221381264E1	5.949986239205E-3	4.850355646246E-1	6.180287829426E-3	1.082391610073E-5	5.403527469255E-1	-1.786168816692E3	1.197733830747E1	2.946842772187E1	3.616792002254E1	1.298039349241E1	5.732822236756E0	35	142	83	165	17
550000000	-1.963796586642E4	-1.785260788071E4	-1.785357985712E3	-1.75790907648E4	1.005601597578E1	2.444386603209E-1	2.008600687472E1	6.802964726015E-3	6.075509883217E-1	6.66331267537E-3	2.043000911674E-5	6.671042921828E-1	-1.751471792211E3	1.222780058256E1	3.191314514981E1	1.559344260515E1	8.136737258167E0	3.954955283413E0	31	230	150	4	27
550500000	-1.96408004186E4	-1.785788973602E4	-1.782910682583E3	-1.756425080171E4	1.29580959234E1	2.537894090718E-1	2.11578189798E1	6.413754226602E-3	5.859016229727E-1	6.332263218754E-3	1.648926725113E-5	6.096753312946E-1	-1.742314233449E3	1.231035911717E1	3.520563529581E1	3.513426831138E1	1.361871885277E1	4.412147274103E0	37	129	78	166	32
551000000	-1.96779492301E4	-1.783343197403E4	-1.844517256073E3	-1.75528055495E4	1.273523283993E1	2.781489258569E-1	2.016203641051E1	6.582042463831E-3	5.758620689866E-1	6.318714735108E-3	1.773781502833E-5	6.339495024252E-1	-1.811647352124E3	1.264426402104E1	3.766145744876E1	3.270933456324E1	1.706900515961E1	5.98428643344E0	36	124	128	117	37
551500000	-1.962519227167E4	-1.78400635922E4	-1.785128679473E3	-1.756436230148E4	1.158208620656E1	2.66516982425E-1	2.422238883502E1	7.253453535902E-3	6.53281000991E-1	6.865841563819E-3	2.460767195304E-5	6.953091402104E-1	-1.740061958721E3	6.765484965655E0	2.93230342056E1	1.16337969377E1	8.255708116481E0	3.847722379562E0	24	258	124	13	23
552000000	-1.970869550069E4	-1.786721768376E4	-1.841477816924E3	-1.759154496603E4	1.063990810535E1	2.734333550978E-1	2.096000994074E1	6.393901316396E-3	5.628766386233E-1	6.50591796174E-3	1.522352828353E-5	6.075167542337E-1	-1.800028779734E3	1.579386202474E1	3.314016567459E1	3.582730378986E1	1.836915840157E1	5.336753426498E0	28	12	221	137	44
552500000	-1.963702859597E4	-1.786460572924E4	-1.772422866732E3	-1.759339193022E4	1.180764778688E1	2.641414615068E-1	2.3250837007E1	6.806689734553E-3	6.442635724059E-1	6.976963133868E-3	2.55006749921E-5	7.02325988759E-1	-1.729889432475E3	1.815750477047E1	3.410753760639E1	2.410649760987E1	1.338091382058E1	2.322069164588E0	48	93	118	159	24
553000000	-1.962775205802E4	-1.784842538889E4	-1.779326669124E3	-1.758149861242E4	9.542978609885E0	2.237756927273E-1	2.093632785792E1	6.63463062051E-3	6.426231353266E-1	6.415487260266E-3	2.013780970362E-5	6.707655556301E-1	-1.744368356019E3	1.211303473912E1	3.464176191424E1	1.046614432865E1	1.463067204155E1	5.11280982887E0	44	207	11	143	37
553500000	-1.966882523313E4	-1.784882274987E4	-1.820002483264E3	-1.758228727003E4	1.226758825897E1	2.689067176331E-1	2.315493686435E1	6.23662530565E-3	6.552497189854E-1	6.411584669505E-3	1.965787815772E-5	6.92817829405E-1	-1.773957446133E3	1.291339409596E1	2.921000861293E1	6.02541990396E1	1.507780001816E1	5.346247579962E0	31	175	31	172	33
554000000	-1.972367355452E4	-1.786761365331E4	-1.856059901206E3	-1.760563541443E4	1.209890360527E1	2.524767256324E-1	2.130479588243E1	6.5570847734E-3	6.229413514679E-1	6.209697210257E-3	1.795888728463E-5	6.792607314118E-1	-1.82112280307E3	1.592733143288E1	2.886074944658E1	2.707694665489E1	1.878688949464E1	5.810211411178E0	47	259	5	106	25
554500000	-1.969341338824E4	-1.785557094942E4	-1.837842438823E3	-1.757253533538E4	1.232667475207E1	2.58088704404E-1	2.15952944389E1	6.364425810922E-3	6.095521830841E-1	6.172728333278E-3	1.704016017E-5	6.515893607167E-1	-1.801904201732E3	1.420904645849E1	3.149739810218E1	1.537928111881E1	5.71806566906E0	8.450824106423E0	26	278	104	24	10
555000000	-1.967536766332E4	-1.785611963908E4	-1.819248024243E3	-1.758067022958E4	1.050039098341E1	2.627913215119E-1	2.249490640179E1	6.242955058492E-3	5.735546675594E-1	6.032297484471E-3	1.617327088591E-5	6.495106820743E-1	-1.780044318327E3	1.301723801193E1	3.206408757287E1	1.146307288635E1	3.060423988365E1	4.956750648577E0	57	240	78	30	37
555500000	-1.963854276688E4	-1.785754762712E4	-1.780995139764E3	-1.757012962496E4	1.40564840215E1	2.640819860352E-1	1.990430051447E1	6.563070360916E-3	5.971307573983E-1	6.541633336722E-3	1.894432014259E-5	6.545148343012E-1	-1.737721617635E3	1.360271756626E1	3.050783105241E1	4.476221029771E0	1.917063909627E1	6.346817100925E0	52	248	68	42	32
556000000	-1.960080901768E4	-1.784091195936E4	-1.759897058316E3	-1.755067190429E4	9.939414675114E0	2.6180480195E-1	2.350453940365E1	6.83203630416E-3	6.317453582329E-1	6.854165331117E-3	2.234489236764E-5	6.674624107015E-1	-1.725408534759E3	9.504259252829E0	2.993912162526E1	8.98581634934E0	2.265559384208E1	5.362160748488E0	44	264	72	17	45
556500000	-1.973413020486E4	-1.789396007748E4	-1.840170127385E3	-1.761188256984E4	1.147094607628E1	2.661099063984E-1	2.075387417253E1	6.349390463568E-3	4.479990239727E-1	6.19996558391E-3	8.131607015011E-6	4.528599404818E-1	-1.800935851406E3	1.397268558111E1	3.230592354754E1	9.928455785336E0	1.63022161354E1	4.236467135129E0	31	275	33	72	31
557000000	-1.961154833356E4	-1.78125149808E4	-1.799033352755E3	-1.752950127768E4	1.073688259095E1	2.805898494147E-1	1.935784691448E1	7.133276659645E-3	6.64481776418E-1	6.718769770585E-3	2.534272596697E-5	7.328241731549E-1	-1.756684938256E3	1.659583587667E1	3.069347133336E1	3.199592884229E1	1.827166793439E1	4.283034128523E0	56	82	110	162	32
557500000	-1.969342998636E4	-1.790360693446E4	-1.789823051894E3	-1.762287512687E4	9.398728445547E0	2.322813910001E-1	1.981990510979E1	6.977818251465E-3	5.88374673323E-1	6.8405379975E-3	1.809686916323E-5	6.099925057893E-1	-1.75408572175E3	1.033922582152E1	3.269745206469E1	1.069144867773E1	1.311767641536E1	2.364850032769E0	41	265	22	94	20
558000000	-1.964476054619E4	-1.782420914736E4	-1.820551398836E3	-1.754260492054E4	1.000855154569E1	2.551121485302E-1	2.206166163946E1	6.365801198051E-3	5.921287798368E-1	6.277259181143E-3	1.583399068502E-5	6.257172851517E-1	-1.772442968994E3	1.009556435049E1	2.983817922648E1	3.353393860168E1	2.068838053397E1	5.703030832863E0	40	197	31	137	37
